year,start_station_name,num_rides
2017,"Great Tower Street, Monument",29698
2017,"Green Park Station, Mayfair",31697
2017,"Green Street, Mayfair",20936
2017,"Greenberry Street, St.John's Wood",4037
2017,"Greenland Road, Camden Town",16336
2017,"Grenfell Road, Avondale",4182
2017,"Greycoat Street , Westminster",6191
2017,"Greyhound Road, Hammersmith",9603
2017,"Grosvenor Crescent, Belgravia",4464
2017,"Grosvenor Road, Pimlico",9142
2017,"Grosvenor Square, Mayfair",12348
2017,"Grove End Road, St. John's Wood",10300
2017,"Guildhouse Street, Victoria",7644
2017,"Guilford Street , Bloomsbury",17230
2017,"Gunmakers Lane, Old Ford",13038
2017,"Gwendwr Road, West Kensington",6987
2017,"Haggerston Road, Haggerston",12393
2017,"Haggerston Road, Haggerston ",2616
2017,"Halford Road, West Kensington",10031
2017,"Hammersmith Road, Hammersmith",12249
2017,"Hammersmith Town Hall, Hammersmith",7127
2017,"Hampstead Road (Cartmel), Euston",4840
2017,"Hampstead Road, Euston",20014
2017,"Hampton Street, Walworth",10395
2017,"Handyside Street, King's Cross",10513
2017,"Hansard Mews, Holland Park",7526
2017,"Harcourt Terrace, West Brompton",10757
2017,"Hardwick Street, Clerkenwell",11052
2017,"Harford Street, Mile End",7506
2017,"Harper Road, The Borough",6560
2017,"Harriet Street, Knightsbridge",14161
2017,"Harrington Square 1, Camden Town",4106
2017,"Harrington Square 2, Camden Town",12196
2017,"Harrowby Street, Marylebone",7977
2017,"Hartington Road, Stockwell",10455
2017,"Hatton Garden, Holborn",17230
2017,"Hatton Wall, Holborn",23941
2017,"Hawley Crescent, Camden Town",5991
2017,"Heath Road, Battersea",4728
2017,"Here East North, Queen Elizabeth Olympic Park",4452
2017,"Here East South, Queen Elizabeth Olympic Park",1288
2017,"Hereford Road, Bayswater",10958
2017,"Hermitage Court, Wapping",7278
2017,"Heron Quays DLR, Canary Wharf",5761
2017,"Hertford Road, De Beauvoir Town",14389
2017,"Hewison Street, Old Ford",7720
2017,"Hibbert Street, Battersea",6783
2017,"High Holborn , Covent Garden",14347
2017,"Hinde Street, Marylebone",12765
2017,"Holborn Circus, Holborn",32074
2017,"Holden Street, Battersea",4056
2017,"Holland Park, Kensington",9317
2017,"Hollybush Gardens, Bethnal Green",8370
2017,"Holy Trinity Brompton, Knightsbridge",13325
2017,"Hop Exchange, The Borough",47291
2017,"Horseferry Road, Westminster",15015
2017,"Hortensia Road, West Brompton",8512
2017,"Houghton Street, Strand",5691
2017,"Houndsditch, Aldgate",10823
2017,"Howick Place, Westminster",23001
2017,"Howland Street, Fitzrovia",17199
2017,"Hoxton Station, Hoxton",12367
2017,"Hoxton Street, Hoxton",7966
2017,"Humbolt Road, Fulham",9010
2017,"Hurlingham Park, Parsons Green",4203
2017,"Hyde Park Corner, Hyde Park",88400
2017,"Ilchester Gardens, Bayswater",13908
2017,"Ilchester Place, Kensington",3937
2017,"Imperial College, Knightsbridge",19237
2017,"Imperial Road, Sands End",7607
2017,"Imperial Wharf Station, Sands End",17802
2017,"Ingrave Street, Clapham Junction",3022
2017,"Irene Road, Parsons Green",7929
2017,"Islington Green, Angel",29399
2017,"Jewry Street, Aldgate",13862
2017,"Jubilee Crescent, Cubitt Town",3956
2017,"Jubilee Gardens, South Bank",17327
2017,"Jubilee Plaza, Canary Wharf",12154
2017,"Jubilee Street, Stepney",10322
2017,"Kennington Cross, Kennington",17345
2017,"Kennington Lane Rail Bridge, Vauxhall",30608
2017,"Kennington Lane Tesco, Vauxhall",7446
2017,"Kennington Oval, Oval",13754
2017,"Kennington Road  , Vauxhall",11929
2017,"Kennington Road Post Office, Oval",9019
2017,"Kennington Station, Kennington",8304
2017,"Kensington Church Street, Kensington",14823
2017,"Kensington Gore, Knightsbridge",8325
2017,"Kensington Olympia Station, Olympia",7033
2017,"Kensington Town Hall, Kensington",5505
2017,"Killick Street, King's Cross",5274
2017,"King Edward Street, St Pauls",8701
2017,"King Edward Walk, Waterloo",4146
2017,"Kings Gate House, Westminster",6148
2017,"Kingsway Southbound, Strand",13120
2017,"Kingsway, Covent Garden",4046
2017,"Knaresborough Place, Earl's Court",10361
2017,"Knightsbridge, Hyde Park",12109
2017,"LMU Commercial Road, Whitechapel",13130
2017,"LSBU (Borough Road), Elephant & Castle",8682
2017,LSP1,2
2017,LSP2,7
2017,"Ladbroke Grove Central, Ladbroke Grove",3868
2017,"Lambeth North Station, Waterloo",9437
2017,"Lambeth Palace Road, Waterloo",16238
2017,"Lambeth Road, Vauxhall",8999
2017,"Lancaster Drive, Blackwall",3201
2017,"Lancaster Gate , Bayswater",16801
2017,"Langdon Park, Poplar",2325
2017,"Lansdowne Road, Ladbroke Grove",13398
2017,"Lansdowne Walk, Ladbroke Grove",3224
2017,"Lansdowne Way Bus Garage, Stockwell",1633
2017,"Lavington Street, Bankside",15008
2017,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",12832
2017,"Leman Street, Aldgate",28695
2017,"Leonard Circus , Shoreditch",27264
2017,"Lexham Gardens, Kensington",11547
2017,"Lightermans Road, Millwall",6635
2017,"Limburg Road, Clapham Junction",2943
2017,"Limerston Street, West Chelsea",23620
2017,"Lincoln's Inn Fields, Holborn",10806
2017,"Lindfield Street, Poplar",6770
2017,"Lisson Grove, St. John's Wood",6353
2017,"Little Argyll Street, West End",26558
2017,"Little Brook Green, Brook Green",4774
2017,"Liverpool Road (N1 Centre), Angel",18667
2017,"Lodge Road, St. John's Wood",2012
2017,"Lollard Street, Vauxhall",11705
2017,"London Zoo Car Park, The Regent's Park",11199
2017,"London Zoo,  The Regent's Park",9352
2017,"Long Lane , Bermondsey",12557
2017,"Longford Street, The Regent's Park",8248
2017,"Lord's, St. John's Wood",2752
2017,"Lots Road, West Chelsea",8212
2017,"Lower Marsh, Waterloo",12364
2017,"Lower Thames Street, Monument",8861
2017,"Macclesfield Rd, St Lukes",15149
2017,"Maclise Road, Olympia",11029
2017,"Malet Street, Bloomsbury",29387
2017,"Mallory Street, Marylebone",4472
2017,"Malmesbury Road, Bow",1849
2017,"Manbre Road, Hammersmith",5648
2017,"Manfred Road, East Putney",2016
2017,"Manresa Road, Chelsea",10917
2017,"Margery Street, Clerkenwell",10904
2017,"Marloes Road, Kensington",5807
2017,"Marylebone Lane, Marylebone",17745
2017,Mechanical Workshop Penton,83
2017,"Melton Street, Euston",13757
2017,"Merchant Street, Bow",4744
2017,"Mexfield Road, East Putney",2736
2017,"Michael Road, Walham Green",8449
2017,"Mile End Park Leisure Centre, Mile End",9316
2017,"Mile End Stadium, Mile End",10784
2017,"Millbank Tower, Pimlico",18012
2017,"Millennium Hotel, Mayfair",8596
2017,"Millharbour, Millwall",2196
2017,"Milroy Walk, South Bank",26527
2017,"Monier Road, Hackney Wick",11725
2017,"Montgomery Square, Canary Wharf",5002
2017,"Montpelier Street, Knightsbridge",17783
2017,"Montserrat Road , Putney",4704
2017,"Monument Street, Monument",19877
2017,"Moor Street, Soho",21993
2017,"Moorfields, Moorgate",31193
2017,"Morie Street, Wandsworth",2738
2017,"Mostyn Grove, Bow",8327
2017,"Mudchute DLR, Cubitt Town",3321
2017,"Murray Grove , Hoxton",9869
2017,"Museum of London, Barbican",19790
2017,"Nantes Close, Wandsworth",3637
2017,"Napier Avenue, Millwall",4425
2017,"Natural History Museum, South Kensington",16783
2017,"Naval Row, Blackwall",4098
2017,"Nesham Street, Wapping",27278
2017,"Nevern Place, Earl's Court",8674
2017,"Neville Gill Close, Wandsworth",5894
2017,"New Cavendish Street, Marylebone",15300
2017,"New Fetter Lane, Holborn",15989
2017,"New Globe Walk, Bankside",14726
2017,"New Inn Yard, Shoreditch",18611
2017,"New Kent Road, The Borough",10023
2017,"New North Road 1, Hoxton",5702
2017,"New North Road 2, Hoxton",5758
2017,"New Road 1 , Whitechapel",18210
2017,"New Spring Gardens Walk, Vauxhall",5289
2017,"Newby Place, Poplar",3132
2017,"Newgate Street , St. Paul's",32998
2017,"Newton Street, Covent Garden",9828
2017,"Normand Park, West Kensington",14465
2017,"North Audley Street, Mayfair",13305
2017,"North Wharf Road, Paddington",10736
2017,"Northdown Street, King's Cross",10193
2017,"Northfields, Wandsworth",5049
2017,"Northington Street , Holborn",16064
2017,"Northumberland Avenue, Strand",20535
2017,"Norton Folgate, Liverpool Street",14503
2017,"Notting Hill Gate Station, Notting Hill",25837
2017,"Nutford Place, Marylebone",10568
2017,"Old Brompton Road, South Kensington",13752
2017,"Old Ford Road, Bethnal Green",13245
2017,"Old Montague Street, Whitechapel",12417
2017,"Old Quebec Street, Marylebone",23010
2017,"Old Street Station, St. Luke's",36359
2017,"Olympia Way, Olympia",12168
2017,"One Tower Bridge, Bermondsey",15709
2017,"Ontario Street, Elephant & Castle",13706
2017,"Orbel Street, Battersea",7252
2017,"Ormonde Gate, Chelsea",10062
2017,"Orsett Terrace, Bayswater",4253
2017,"Osiers Road, Wandsworth",8304
2017,"Ossulston Street, Somers Town",12163
2017,"Oval Way, Vauxhall",2668
2017,"Oxford Road, Putney",3408
2017,"Paddington Green Police Station, Paddington",6961
2017,"Paddington Green, Paddington",4397
2017,"Paddington Street, Marylebone",10977
2017,"Page Street, Westminster",16746
2017,"Palace Gardens Terrace, Notting Hill",16780
2017,"Palace Gate, Kensington Gardens",36351
2017,"Palissy Street, Shoreditch",8587
2017,"Pall Mall East, West End",21966
2017,"Pancras Road, King's Cross",8659
2017,"Panton Street, West End",17919
2017,"Park Lane , Hyde Park",42358
2017,"Park Lane, Mayfair",9475
2017,"Park Road (Baker Street), The Regent's Park",17708
2017,"Park Street, Bankside",9464
2017,"Parkway, Camden Town",10948
2017,"Parson's Green , Parson's Green",15057
2017,"Parsons Green Station, Parsons Green",18907
2017,"Pembridge Villas, Notting Hill",9012
2017,"Penfold Street, Marylebone",4974
2017,"Pennington Street, Wapping",5436
2017,"Penywern Road, Earl's Court",14195
2017,"Percival Street, Finsbury",12751
2017,"Peterborough Road, Sands End",4618
2017,"Phene Street, Chelsea",12389
2017,"Phillimore Gardens, Kensington",15944
2017,"Philpot Street, Whitechapel",10471
2017,"Pitfield Street Central, Hoxton",9794
2017,"Pitfield Street North,Hoxton",18834
2017,"Plough Terrace, Clapham Junction",4437
2017,"Podium, Queen Elizabeth Olympic Park",17039
2017,"Pont Street, Knightsbridge",11026
2017,Pop Up Dock 2,31
2017,"Porchester Place, Paddington",18392
2017,"Portland Place, Marylebone",14039
2017,"Portman Square, Marylebone",12924
2017,"Portugal Street, Holborn",4190
2017,"Pott Street, Bethnal Green",16043
2017,"Poured Lines, Bankside",17611
2017,"Preston's Road, Cubitt Town",2785
2017,"Prince Albert Road, The Regent's Park",14506
2017,"Prince Consort Road, Knightsbridge",11394
2017,"Prince of Wales Drive, Battersea Park",10211
2017,"Princedale Road , Holland Park",6913
2017,"Princes Square, Bayswater",6332
2017,"Pritchard's Road, Bethnal Green",19768
2017,"Putney Bridge Road, East Putney",3734
2017,"Putney Bridge Station, Fulham",11376
2017,"Putney Pier, Wandsworth",6059
2017,"Putney Rail Station, Putney",5256
2017,"Queen Mary's, Mile End",14213
2017,"Queen Mother Sports Centre, Victoria",17320
2017,"Queen Street 1, Bank",44274
2017,"Queen Street 2, Bank",23249
2017,"Queen Victoria Street, St. Paul's",20218
2017,"Queen's Circus, Battersea Park",21904
2017,"Queen's Gate (Central), South Kensington",10455
2017,"Queen's Gate (North), Kensington",13412
2017,"Queen's Gate (South), South Kensington",11954
2017,"Queen's Gate, Kensington Gardens",29648
2017,"Queensbridge Road, Haggerston",8638
2017,"Queensdale Road, Shepherd's Bush",4200
2017,"Rainville Road, Hammersmith",11173
2017,"Ram Street, Wandsworth",8554
2017,"Rampayne Street, Pimlico",16537
2017,"Ranelagh Gardens, Fulham",5751
2017,"Rathbone Street, Fitzrovia",7351
2017,"Rathbone Street, Fitzrovia ",1655
2017,"Ravenscourt Park Station, Hammersmith",8242
2017,"Reardon Street, Wapping",11906
2017,"Rectory Square, Stepney",7425
2017,"Red Lion Square, Holborn",10097
2017,"Red Lion Street, Holborn",25955
2017,"Regency Street, Westminster",10337
2017,"Regent's Row , Haggerston",17563
2017,"Regent's Row , Haggerston ",20829
2017,"Richmond Way, Shepherd's Bush",8857
2017,"Rifle Place, Avondale",3795
2017,"Risinghill Street, Angel",9268
2017,"River Street , Clerkenwell",8783
2017,"Riverlight North, Nine Elms",11606
2017,"Riverlight South, Nine Elms",9653
2017,"Rochester Row, Westminster",7830
2017,"Rodney Road , Walworth",12854
2017,"Roscoe Street, St. Luke's",12889
2017,"Rossmore Road, Marylebone",6253
2017,"Royal Avenue 1, Chelsea",7872
2017,"Royal Avenue 2, Chelsea",13641
2017,"Royal College Street, Camden Town",11539
2017,"Royal London Hospital, Whitechapel",21810
2017,"Russell Gardens, Olympia",5770
2017,"Russell Square Station, Bloomsbury",16698
2017,"Sackville Street, Mayfair",14271
2017,"Sadlers Sports Centre, Finsbury",16903
2017,"Sail Street, Vauxhall",7411
2017,"Salmon Lane, Limehouse",11265
2017,"Sancroft Street, Vauxhall",7072
2017,"Sandilands Road, Walham Green",10524
2017,"Santos Road, Wandsworth",2214
2017,"Sardinia Street, Holborn",12069
2017,"Saunders Ness Road, Cubitt Town",9399
2017,"Scala Street, Fitzrovia",11211
2017,"Sedding Street, Sloane Square",22388
2017,"Selby Street, Whitechapel",4006
2017,"Serpentine Car Park, Hyde Park",28732
2017,"Seville Street, Knightsbridge",15732
2017,"Seymour Place, Marylebone",12547
2017,"Shadwell Station, Shadwell",16609
2017,"Sheepcote Lane, Battersea",7133
2017,"Shepherd's Bush Road North, Shepherd's Bush",7382
2017,"Shoreditch Court, Haggerston",9413
2017,"Shoreditch High Street, Shoreditch",34181
2017,"Shoreditch Park, Hoxton",17719
2017,"Shouldham Street, Marylebone",9563
2017,"Silverthorne Road, Battersea",9975
2017,"Simpson Street, Clapham Junction",11050
2017,"Sirdar Road, Avondale",3829
2017,"Sloane Avenue, Knightsbridge",15565
2017,"Smith Square, Westminster",13852
2017,"Smugglers Way, Wandsworth",7736
2017,"Snow Hill, Farringdon",17385
2017,"Snowsfields, London Bridge",13651
2017,"Soho Square , Soho",35177
2017,"Somerset House, Strand",29572
2017,"Sopwith Way, Battersea Park",14386
2017,"South Audley Street, Mayfair",6496
2017,"South Kensington Station, South Kensington",32114
2017,"South Lambeth Road, Vauxhall",8950
2017,"South Parade, Chelsea",7236
2017,"South Park, Sands End",8726
2017,"South Quay East, Canary Wharf",1182
2017,"South Wharf Road, Paddington",18033
2017,"Southampton Place, Holborn",14157
2017,"Southampton Street, Strand",18221
2017,"Southern Grove, Bow",6168
2017,"Southerton Road, Hammersmith",5740
2017,"Southwark Station 1, Southwark",8853
2017,"Southwark Station 2, Southwark",20246
2017,"Southwark Street, Bankside",9644
2017,"Southwick Street, Paddington",13263
2017,"Spanish Road, Clapham Junction",2363
2017,"Spencer Park, Wandsworth Common",3138
2017,"Spindrift Avenue, Millwall",4768
2017,"St Martins Close, Camden Town",5639
2017,"St. Bride Street, Holborn",19915
2017,"St. Chad's Street, King's Cross",9170
2017,"St. George Street, Mayfair",11278
2017,"St. George's Square, Pimlico",15228
2017,"St. James's Square, St. James's",28323
2017,"St. John Street, Finsbury",8958
2017,"St. John's Park, Cubitt Town",2016
2017,"St. John's Road, Clapham Junction",8600
2017,"St. John's Wood Church, The Regent's Park",8440
2017,"St. John's Wood Road, St. John's Wood",8696
2017,"St. Katharine's Way, Tower",13417
2017,"St. Luke's Church, Chelsea",11314
2017,"St. Mark's Road, North Kensington",9779
2017,"St. Martin's Street, West End",10681
2017,"St. Mary & St. Michael Church, Stepney",3634
2017,"St. Mary Axe, Aldgate",15820
2017,"St. Peter's Terrace, Fulham",13191
2017,"Stainsby Road , Poplar",6084
2017,"Stamford Street, South Bank",15074
2017,"Stanhope Gate, Mayfair",7989
2017,"Stanley Grove, Battersea",4436
2017,"Star Road, West Kensington",7087
2017,"Stebondale Street, Cubitt Town",2839
2017,"Stephendale Road, Sands End",14810
2017,"Stepney Green Station, Stepney",17027
2017,"Stewart's Road, Wandsworth Road",3586
2017,"Stockwell Roundabout, Stockwell",3340
2017,"Stonecutter Street, Holborn",14515
2017,"Storey's Gate, Westminster",39138
2017,"Strand, Strand",16489
2017,"Strata, Elephant & Castle",12846
2017,"Stratford Station, Stratford",10904
2017,"Sugden Road, Clapham",6039
2017,"Sumner Place, South Kensington",8534
2017,"Sun Street, Liverpool Street",14052
2017,"Surrey Lane, Battersea",9996
2017,"Sutton Street, Shadwell",14196
2017,"Swan Street, The Borough",11569
2017,"Tachbrook Street, Victoria",12864
2017,"Tallis Street, Temple",20348
2017,"Tanner Street, Bermondsey",19249
2017,"Tate Modern, Bankside",20209
2017,"Tavistock Place, Bloomsbury",13951
2017,"Tavistock Street, Covent Garden",22218
2017,"Taviton Street, Bloomsbury",12902
2017,"Teversham Lane, Stockwell",3741
2017,"Teviot Street, Poplar",1562
2017,"The Green Bridge, Mile End",22231
2017,"The Guildhall, Guildhall",9254
2017,"The Tennis Courts, The Regent's Park",13368
2017,"The Vale, Chelsea",15856
2017,"Theobald's Road , Holborn",18557
2017,"Thessaly Road North, Wandsworth Road",3708
2017,"Thorndike Close, West Chelsea",8384
2017,"Thornfield House, Poplar",1171
2017,"Thurtle Road, Haggerston",3630
2017,"Thurtle road, Haggerston",2718
2017,"Timber Lodge, Queen Elizabeth Olympic Park",10955
2017,"Tooley Street, Bermondsey",23532
2017,"Torrens Street, Angel",14731
2017,"Tower Gardens , Tower",32241
2017,"Trebovir Road, Earl's Court",9291
2017,"Triangle Car Park, Hyde Park",50861
2017,"Turquoise Island, Notting Hill",14306
2017,"Twig Folly Bridge, Mile End",14496
2017,"Tyers Gate, Bermondsey",10660
2017,"Tysoe Street, Clerkenwell",21094
2017,"Union Grove, Wandsworth Road",8577
2017,"Union Street, The Borough",11480
2017,"Upcerne Road, West Chelsea",6909
2017,"Upper Bank Street, Canary Wharf",12164
2017,"Upper Grosvenor Street, Mayfair",5392
2017,"Upper Richmond Road, Putney",3314
2017,"Usk Road, Clapham Junction",6592
2017,"Vauxhall Bridge , Pimlico",7311
2017,"Vauxhall Cross, Vauxhall",27986
2017,"Vauxhall Street, Vauxhall",4786
2017,"Vauxhall Walk, Vauxhall",7697
2017,"Vereker Road North, West Kensington",375
2017,"Vereker Road, West Kensington",11460
2017,"Vicarage Crescent, Battersea",13940
2017,"Vicarage Gate, Kensington",5192
2017,"Victoria & Albert Museum, South Kensington",11881
2017,"Victoria Park Road, Hackney Central",15381
2017,"Victory Place, Walworth",5744
2017,"Victory place, Walworth",2686
2017,"Vincent Square, Westminster",6101
2017,"Vincent Street, Pimlico",9445
2017,"Walmer Road, Avondale",5574
2017,"Walnut Tree Walk, Vauxhall",9245
2017,"Walworth Road, Elephant & Castle",16903
2017,"Wandsworth Rd, Isley Court, Wandsworth Road",10434
2017,"Wandsworth Town Station, Wandsworth",11626
2017,"Wapping High Street, Wapping",8631
2017,"Wapping Lane, Wapping",14401
2017,"Wardour Street, Soho",22889
2017,"Warren Street Station, Euston",21068
2017,"Warwick Avenue Station, Maida Vale",15623
2017,"Warwick Road, Olympia",9853
2017,"Warwick Square, Pimlico",12139
2017,"Waterloo Bridge, South Bank",8173
2017,"Waterloo Place, St. James's",18304
2017,"Waterloo Road, South Bank",13498
2017,"Waterloo Station 1, Waterloo",58238
2017,"Waterloo Station 2, Waterloo",37812
2017,"Waterloo Station 3, Waterloo",85015
2017,"Watney Market, Stepney",10427
2017,"Watney Street, Shadwell",17737
2017,"Webber Street , Southwark",11412
2017,"Wellington Arch, Hyde Park",44832
2017,"Wellington Road, St. John's Wood",7362
2017,"Wellington Row, Bethnal Green",11265
2017,"Wellington Street , Strand",16187
2017,"Wells Street, Fitzrovia",15287
2017,"Wells Street, Fitzrovia ",3010
2017,"Wendon Street, Old Ford",7234
2017,"Wenlock Road , Hoxton",17552
2017,"West Cromwell Road, Earl's Court",9720
2017,"West Kensington Station, West Kensington",7931
2017,"West Smithfield Rotunda, Farringdon",21828
2017,"Westbourne Grove, Bayswater",11170
2017,"Westbourne Park Road, Portobello",9271
2017,"Westbridge Road, Battersea",21504
2017,"Westferry Circus, Canary Wharf",12525
2017,"Westferry DLR, Limehouse",14975
2017,"Westfield Ariel Way, White City",3669
2017,"Westfield Library Corner, Shepherd's Bush",11300
2017,"Westfield Southern Terrace ,Shepherd's Bush",6902
2017,"Westminster Bridge Road, Elephant & Castle",4262
2017,"Westminster University, Marylebone",10005
2017,"Whiston Road, Haggerston",9418
2017,"Whitehall Place, Strand",33823
2017,"Whiteley's, Bayswater",15217
2017,"William IV Street, Strand",28951
2017,"William Morris Way, Sands End",8685
2017,"Windsor Terrace, Hoxton",15075
2017,"Winsland Street, Paddington",26127
2017,"Wood Street, Guildhall",10442
2017,"Woodstock Grove, Shepherd's Bush",16195
2017,"Woodstock Street, Mayfair",9011
2017,"World's End Place, West Chelsea",10716
2017,"Wormwood Street, Liverpool Street",44468
2017,"Wren Street, Holborn",19534
2017,"Wright's Lane, Kensington",20655
2017,"York Hall, Bethnal Green",16757
2018,"Abbey Orchard Street, Westminster",16852
2018,"Abbotsbury Road, Holland Park",4207
2018,"Aberdeen Place, St. John's Wood",7681
2018,"Aberfeldy Street, Poplar",1937
2018,"Abingdon Green, Westminster",20107
2018,"Abingdon Villas, Kensington",6988
2018,"Abyssinia Close, Clapham Junction",5500
2018,"Ackroyd Drive, Bow",7743
2018,"Ada Street, Hackney Central",15384
2018,"Addison Road, Holland Park",4696
2018,"Aintree Street, Fulham",11349
2018,"Albany Street, The Regent's Park",11966
2018,"Albert Bridge Road, Battersea Park",14163
2018,"Albert Embankment, Vauxhall",10730
2018,"Albert Gardens, Stepney",11246
2018,"Albert Gate, Hyde Park",61044
2018,"Albert Square, Stockwell",10447
2018,"Alderney Street, Pimlico",14649
2018,"Aldersgate Street, Barbican",26111
2018,"Alfred Place, Bloomsbury",16367
2018,"Alfreda Street, Battersea Park",8564
2018,"All Saints Church, Portobello",18391
2018,"All Saints' Road, Portobello",6306
2018,"Allington Street, Victoria",7081
2018,"Allington street, Off Victoria Street, Westminster",55
2018,"Allington street, Westminster",17369
2018,"Alma Road, Wandsworth",4735
2018,"Alpha Grove, Millwall",3791
2018,"Ampton Street , Clerkenwell",8553
2018,"Ansell House, Stepney",14436
2018,"Antill Road, Mile End",8701
2018,"Appold Street, Liverpool Street",11111
2018,"Aquatic Centre, Queen Elizabeth Olympic Park",40428
2018,"Archbishop's Park, Waterloo",8784
2018,"Argyll Road, Kensington",8047
2018,"Arlington Road, Camden Town",9365
2018,"Arundel Street, Temple",6640
2018,"Ashley Crescent, Battersea",9405
2018,"Ashley Place, Victoria",26754
2018,"Ashmole Estate, Oval",10047
2018,"Aston Street, Stepney",4908
2018,"Austin Road, Battersea Park",12239
2018,"Aylward Street, Stepney",7404
2018,"BBC White City, White City",8422
2018,"Baker Street, Marylebone",11888
2018,"Baldwin Street, St. Luke's",14607
2018,"Bancroft Road, Bethnal Green",9786
2018,"Bank of England Museum, Bank",25542
2018,"Bankside Mix, Bankside",25378
2018,"Barbican Centre, Barbican",11737
2018,"Barons Court Station, West Kensington",15549
2018,"Bath Street, St. Luke's",19595
2018,"Battersea Church Road, Battersea",10369
2018,"Battersea Park Road, Nine Elms",10227
2018,"Battersea Power Station, Battersea Park",19736
2018,"Bayley Street , Bloomsbury",17082
2018,"Baylis Road, Waterloo",29393
2018,"Bayswater Road, Hyde Park",28957
2018,"Beaumont Street, Marylebone",11830
2018,"Bedford Way, Bloomsbury",9524
2018,"Belford House, Haggerston",7061
2018,"Belgrave Road, Victoria",17960
2018,"Belgrave Square, Belgravia",6828
2018,"Belgrove Street , King's Cross",91757
2018,"Bell Lane, Liverpool Street",13332
2018,"Bell Street , Marylebone",11927
2018,"Belvedere Road 1, South Bank",17232
2018,"Belvedere Road 2, South Bank",13236
2018,"Bermondsey Street, Bermondsey",21118
2018,"Berry Street, Clerkenwell",24500
2018,"Beryl Road, Hammersmith",7951
2018,"Bethnal Green Garden, Bethnal Green",12734
2018,"Bethnal Green Road, Shoreditch",42886
2018,"Bevington Road West, North Kensington",9962
2018,"Bevington Road, North Kensington",2282
2018,"Binfield Road, Stockwell",16550
2018,"Birkenhead Street, King's Cross",19294
2018,"Bishop's Avenue, Fulham",10581
2018,"Bishop's Bridge Road East, Bayswater",8320
2018,"Bishop's Bridge Road West, Bayswater",14868
2018,"Black Lion Gate, Kensington Gardens",61048
2018,"Black Prince Road, Vauxhall",12894
2018,"Blackfriars Road, Southwark",16324
2018,"Blenheim Crescent, Ladbroke Grove",12060
2018,"Blythe Road West, Shepherd's Bush",6734
2018,"Bolsover Street, Fitzrovia",17623
2018,"Bonny Street, Camden Town",17278
2018,"Borough High Street, The Borough",12179
2018,"Borough Road, Elephant & Castle",10960
2018,"Boston Place, Marylebone",24140
2018,"Bourne Street, Belgravia",6270
2018,"Bouverie Street, Temple",18796
2018,"Bow Church Station, Bow",11058
2018,"Bow Road Station, Bow",10249
2018,"Bradmead, Battersea Park",6037
2018,"Braham Street, Aldgate",16418
2018,"Bramham Gardens, Earl's Court",16085
2018,"Breams Buildings, Holborn",10902
2018,"Brick Lane Market, Shoreditch",16712
2018,"Bricklayers Arms, Borough",16854
2018,"Bridge Avenue, Hammersmith",11363
2018,"British Museum, Bloomsbury",20066
2018,"Broadcasting House, Marylebone",14980
2018,"Broadley Terrace, Marylebone",4669
2018,"Broadwick Street, Soho",11071
2018,"Bromley High Street, Bow",3723
2018,"Brook Green South, Brook Green",8945
2018,"Broomhouse Lane, Parsons Green",4563
2018,"Brunswick Square, Bloomsbury",14177
2018,"Brushfield Street, Liverpool Street",42853
2018,"Bruton Street, Mayfair",8793
2018,"Buckingham Gate, Westminster",16392
2018,"Bunhill Row, Moorgate",20909
2018,"Burdett Road, Mile End",7842
2018,"Bury Place, Holborn",10266
2018,"Butler Place, Westminster",8487
2018,"Buxton Street 1, Shoreditch",7060
2018,"Cadogan Close, Victoria Park",15345
2018,"Cadogan Gardens, Chelsea",15917
2018,"Cadogan Place, Knightsbridge",8747
2018,"Caldwell Street, Stockwell",11084
2018,"Calshot Street , King's Cross",3877
2018,"Campden Hill Road, Notting Hill",5478
2018,"Canton Street, Poplar",4471
2018,"Cantrell Road, Bow",4106
2018,"Carey Street, Holborn",5280
2018,"Carnegie Street, King's Cross",9067
2018,"Cartwright Gardens , Bloomsbury",15513
2018,"Castalia Square, Cubitt Town",1659
2018,"Castlehaven Road, Camden Town",17143
2018,"Central House, Aldgate",18400
2018,"Cephas Street, Bethnal Green",9173
2018,"Chadwell Street, Angel",16836
2018,"Chancery Lane, Holborn",8439
2018,"Chapel Place, Marylebone",14448
2018,"Charing Cross Hospital, Hammersmith",8850
2018,"Charlbert Street, St. John's Wood",6496
2018,"Charles II Street, West End",13937
2018,"Charlotte Street, Fitzrovia",12556
2018,"Charlotte Terrace, Angel",9036
2018,"Cheapside, Bank",37646
2018,"Chelsea Bridge, Pimlico",10902
2018,"Chelsea Green, Chelsea",8939
2018,"Chepstow Villas, Notting Hill",10576
2018,"Cheshire Street, Bethnal Green",8771
2018,"Chesilton Road, Fulham",13415
2018,"Chrisp Street Market, Poplar",5683
2018,"Christian Street, Whitechapel",14724
2018,"Christopher Street, Liverpool Street",16865
2018,"City Road, Angel",14008
2018,"Clapham Common North Side, Clapham Common",12313
2018,"Clapham Road, Lingham Street, Stockwell",6775
2018,"Claremont Square, Angel",9110
2018,"Clarence Walk, Stockwell",5787
2018,"Clarendon Road, Avondale",6345
2018,"Clarges Street, Mayfair",5668
2018,"Clarkson Street, Bethnal Green",7362
2018,"Claverton Street, Pimlico",10655
2018,"Cleaver Street, Kennington",6024
