year,start_station_name,num_rides
2019,"Hawley Crescent, Camden Town",6053
2019,"Heath Road, Battersea",4858
2019,"Here East North, Queen Elizabeth Olympic Park",4727
2019,"Here East South, Queen Elizabeth Olympic Park",4463
2019,"Hereford Road, Bayswater",11684
2019,"Hermitage Court, Wapping",9311
2019,"Heron Quays DLR, Canary Wharf",5393
2019,"Hertford Road, De Beauvoir Town",15311
2019,"Hewison Street, Old Ford",8392
2019,"Hibbert Street, Battersea",10061
2019,"High Holborn , Covent Garden",12375
2019,"Hinde Street, Marylebone",15061
2019,"Holborn Circus, Holborn",37134
2019,"Holden Street, Battersea",4345
2019,"Holland Park, Kensington",8177
2019,"Hollybush Gardens, Bethnal Green",7943
2019,"Holy Trinity Brompton, Knightsbridge",11437
2019,"Hop Exchange, The Borough",46697
2019,"Horseferry Road, Westminster",15022
2019,"Hortensia Road, West Brompton",9933
2019,"Houghton Street, Strand",6495
2019,"Houndsditch, Aldgate",13376
2019,"Howick Place, Westminster",18431
2019,"Howland Street, Fitzrovia",17207
2019,"Hoxton Station, Hoxton",6998
2019,"Hoxton Street, Hoxton",9014
2019,"Humbolt Road, Fulham",9591
2019,"Hurlingham Park, Parsons Green",3956
2019,"Hyde Park Corner, Hyde Park",71834
2019,"Ilchester Gardens, Bayswater",15639
2019,"Ilchester Place, Kensington",3933
2019,"Imperial College, Knightsbridge",18708
2019,"Imperial Road, Sands End",7787
2019,"Imperial Wharf Station, Sands End",18445
2019,"Import Dock, Canary Wharf",5775
2019,"Ingrave Street, Clapham Junction",2922
2019,"Irene Road, Parsons Green",8556
2019,"Islington Green, Angel",24723
2019,"Jewry Street, Aldgate",16346
2019,"Jubilee Crescent, Cubitt Town",3068
2019,"Jubilee Gardens, South Bank",16137
2019,"Jubilee Plaza, Canary Wharf",10005
2019,"Jubilee Street, Stepney",9189
2019,"Kennington Cross, Kennington",18320
2019,"Kennington Lane Rail Bridge, Vauxhall",32022
2019,"Kennington Lane Tesco, Vauxhall",4326
2019,"Kennington Oval, Oval",11007
2019,"Kennington Road  , Vauxhall",11229
2019,"Kennington Road Post Office, Oval",10315
2019,"Kennington Station, Kennington",9644
2019,"Kensington Church Street, Kensington",13071
2019,"Kensington Gore, Knightsbridge",8780
2019,"Kensington Olympia Station, Olympia",6909
2019,"Kensington Town Hall, Kensington",5871
2019,"Killick Street, King's Cross",5624
2019,"King Edward Street, St Pauls",8520
2019,"King Edward Walk, Waterloo",4790
2019,"Kings Gate House, Westminster",8916
2019,"Kingsway Southbound, Strand",12392
2019,"Kingsway, Covent Garden",5051
2019,"Knaresborough Place, Earl's Court",8810
2019,"Knightsbridge, Hyde Park",14545
2019,"LMU Commercial Road, Whitechapel",12179
2019,"LSBU (Borough Road), Elephant & Castle",8381
2019,"Ladbroke Grove Central, Ladbroke Grove",4399
2019,"Lambeth North Station, Waterloo",9234
2019,"Lambeth Palace Road, Waterloo",24161
2019,"Lambeth Road, Vauxhall",7947
2019,"Lancaster Drive, Blackwall",3701
2019,"Lancaster Gate , Bayswater",14477
2019,"Langdon Park, Poplar",2336
2019,"Lansdowne Road, Ladbroke Grove",12931
2019,"Lansdowne Walk, Ladbroke Grove",3277
2019,"Lansdowne Way Bus Garage, Stockwell",3663
2019,"Lavington Street, Bankside",13933
2019,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",11593
2019,"Leman Street, Aldgate",26409
2019,"Leonard Circus , Shoreditch",25640
2019,"Lexham Gardens, Kensington",11551
2019,"Lightermans Road, Millwall",4878
2019,"Limburg Road, Clapham Junction",2773
2019,"Limerston Street, West Chelsea",25692
2019,"Lincoln's Inn Fields, Holborn",10193
2019,"Lindfield Street, Poplar",8002
2019,"Lisson Grove, St. John's Wood",6124
2019,"Little Argyll Street, West End",26214
2019,"Little Brook Green, Brook Green",7315
2019,"Liverpool Road (N1 Centre), Angel",15592
2019,"Lollard Street, Vauxhall",13116
2019,"London Zoo Car Park, The Regent's Park",8894
2019,"London Zoo,  The Regent's Park",8682
2019,"Long Lane , Bermondsey",11648
2019,"Longford Street, The Regent's Park",7826
2019,"Lord's, St. John's Wood",4240
2019,"Lots Road, West Chelsea",9225
2019,"Lower Marsh, Waterloo",12563
2019,"Lower Thames Street, Monument",9723
2019,"Macclesfield Rd, St Lukes",12899
2019,"Maclise Road, Olympia",11718
2019,"Maida Vale, Maida Vale",10331
2019,"Malet Street, Bloomsbury",24686
2019,"Mallory Street, Marylebone",4613
2019,"Malmesbury Road, Bow",2128
2019,"Manbre Road, Hammersmith",5514
2019,"Manfred Road, East Putney",1302
2019,"Manresa Road, Chelsea",10664
2019,"Margery Street, Clerkenwell",9865
2019,"Marloes Road, Kensington",5617
2019,"Marylebone Lane, Marylebone",17300
2019,"Merchant Street, Bow",5816
2019,"Mexfield Road, East Putney",2941
2019,"Michael Road, Walham Green",8394
2019,"Mile End Park Leisure Centre, Mile End",8834
2019,"Mile End Stadium, Mile End",10843
2019,"Millbank Tower, Pimlico",17115
2019,"Millennium Hotel, Mayfair",7266
2019,"Millharbour, Millwall",2185
2019,"Milroy Walk, South Bank",17764
2019,"Monier Road, Hackney Wick",13789
2019,"Montpelier Street, Knightsbridge",16612
2019,"Montserrat Road , Putney",4926
2019,"Monument Street, Monument",21456
2019,"Moor Street, Soho",22905
2019,"Moorfields, Moorgate",27124
2019,"Morie Street, Wandsworth",2433
2019,"Mostyn Grove, Bow",7777
2019,"Mudchute DLR, Cubitt Town",2703
2019,"Murray Grove , Hoxton",7486
2019,"Museum of London, Barbican",18816
2019,"Nantes Close, Wandsworth",4191
2019,"Napier Avenue, Millwall",4577
2019,"Natural History Museum, South Kensington",15339
2019,"Naval Row, Blackwall",4236
2019,"Nesham Street, Wapping",27998
2019,"Nevern Place, Earl's Court",7864
2019,"Neville Gill Close, Wandsworth",6010
2019,"New Cavendish Street, Marylebone",14090
2019,"New Fetter Lane, Holborn",17328
2019,"New Globe Walk, Bankside",13410
2019,"New Inn Yard, Shoreditch",18020
2019,"New Kent Road, The Borough",9797
2019,"New North Road 1, Hoxton",4536
2019,"New North Road 2, Hoxton",4976
2019,"New Road 1 , Whitechapel",17565
2019,"New Spring Gardens Walk, Vauxhall",8215
2019,"Newby Place, Poplar",3560
2019,"Newgate Street , St. Paul's",33947
2019,"Newton Street, Covent Garden",9195
2019,"Normand Park, West Kensington",15407
2019,"Normandy Road, Stockwell",8198
2019,"North Audley Street, Mayfair",12078
2019,"North Wharf Road, Paddington",13101
2019,"Northdown Street, King's Cross",9180
2019,"Northfields, Wandsworth",4549
2019,"Northington Street , Holborn",16442
2019,"Northumberland Avenue, Strand",20433
2019,"Norton Folgate, Liverpool Street",15392
2019,"Notting Hill Gate Station, Notting Hill",25097
2019,"Nutford Place, Marylebone",8028
2019,"Old Brompton Road, South Kensington",13920
2019,"Old Ford Road, Bethnal Green",12290
2019,"Old Montague Street, Whitechapel",11780
2019,"Old Quebec Street, Marylebone",26038
2019,"Old Street Station, St. Luke's",28956
2019,"Olympia Way, Olympia",8005
2019,"One Tower Bridge, Bermondsey",8352
2019,"Ontario Street, Elephant & Castle",15741
2019,"Orbel Street, Battersea",8195
2019,"Ormonde Gate, Chelsea",10053
2019,"Orsett Terrace, Bayswater",4240
2019,"Osiers Road, Wandsworth",8912
2019,"Ossulston Street, Somers Town",14622
2019,"Oval Way, Vauxhall",3385
2019,"Oxford Road, Putney",3652
2019,"Paddington Green Police Station, Paddington",5747
2019,"Paddington Green, Paddington",3125
2019,"Paddington Street, Marylebone",10715
2019,"Page Street, Westminster",18052
2019,"Palace Gardens Terrace, Notting Hill",15605
2019,"Palace Gate, Kensington Gardens",33271
2019,"Palissy Street, Shoreditch",8844
2019,"Pall Mall East, West End",15291
2019,"Pancras Road, King's Cross",8348
2019,"Panton Street, West End",18532
2019,"Park Lane , Hyde Park",35141
2019,"Park Lane, Mayfair",9835
2019,"Park Road (Baker Street), The Regent's Park",15232
2019,"Park Street, Bankside",7782
2019,"Parkway, Camden Town",9089
2019,"Parson's Green , Parson's Green",17864
2019,"Parsons Green Station, Parsons Green",20464
2019,"Pembridge Villas, Notting Hill",9315
2019,"Penfold Street, Marylebone",5059
2019,"Pennington Street, Wapping",5788
2019,"Penywern Road, Earl's Court",14633
2019,"Percival Street, Finsbury",11455
2019,"Peterborough Road, Sands End",5387
2019,"Phene Street, Chelsea",11953
2019,"Phillimore Gardens, Kensington",15819
2019,"Philpot Street, Whitechapel",12017
2019,"Pindar Street, Liverpool Street",19205
2019,"Pitfield Street Central, Hoxton",10902
2019,"Pitfield Street North,Hoxton",16512
2019,"Plough Terrace, Clapham Junction",5108
2019,"Podium, Queen Elizabeth Olympic Park",17481
2019,"Pont Street, Knightsbridge",11991
2019,Pop Up Dock 1,57
2019,"Porchester Place, Paddington",17282
2019,"Portland Place, Marylebone",12468
2019,"Portman Square, Marylebone",11194
2019,"Pott Street, Bethnal Green",15737
2019,"Poured Lines, Bankside",11097
2019,"Preston's Road, Cubitt Town",3297
2019,"Prince Albert Road, The Regent's Park",12734
2019,"Prince Consort Road, Knightsbridge",9433
2019,"Prince of Wales Drive, Battersea Park",10991
2019,"Princedale Road , Holland Park",6595
2019,"Princes Square, Bayswater",7081
2019,"Pritchard's Road, Bethnal Green",20475
2019,"Putney Bridge Road, East Putney",3698
2019,"Putney Bridge Station, Fulham",10316
2019,"Putney Pier, Wandsworth",10184
2019,"Putney Rail Station, Putney",5443
2019,"Queen Mary's, Mile End",13044
2019,"Queen Mother Sports Centre, Victoria",16418
2019,"Queen Street 1, Bank",36300
2019,"Queen Street 2, Bank",27563
2019,"Queen Victoria Street, St. Paul's",19902
2019,"Queen's Circus, Battersea Park",17593
2019,"Queen's Gate (Central), South Kensington",11069
2019,"Queen's Gate (North), Kensington",14735
2019,"Queen's Gate (South), South Kensington",11331
2019,"Queen's Gate, Kensington Gardens",27424
2019,"Queensbridge Road, Haggerston",8478
2019,"Queensdale Road, Shepherd's Bush",3595
2019,"Queensway, Westminster",409
2019,"Rainville Road, Hammersmith",11316
2019,"Ram Street, Wandsworth",11708
2019,"Rampayne Street, Pimlico",15358
2019,"Ranelagh Gardens, Fulham",5166
2019,"Rathbone Street, Fitzrovia",10538
2019,"Ravenscourt Park Station, Hammersmith",9455
2019,"Reardon Street, Wapping",11388
2019,"Rectory Square, Stepney",6672
2019,"Red Lion Square, Holborn",9037
2019,"Red Lion Street, Holborn",22618
2019,"Regency Street, Westminster",10427
2019,"Regent's Row , Haggerston ",36479
2019,"Richmond Way, Shepherd's Bush",9481
2019,"Rifle Place, Avondale",4435
2019,"Risinghill Street, Angel",7227
2019,"River Street , Clerkenwell",7738
2019,"Riverlight North, Nine Elms",15774
2019,"Riverlight South, Nine Elms",13600
2019,"Rochester Row, Westminster",8806
2019,"Rodney Road , Walworth",12204
2019,"Roscoe Street, St. Luke's",11480
2019,"Rossmore Road, Marylebone",4767
2019,"Royal Avenue 1, Chelsea",7438
2019,"Royal Avenue 2, Chelsea",13229
2019,"Royal College Street, Camden Town",9403
2019,"Royal London Hospital, Whitechapel",25435
2019,"Russell Gardens, Olympia",4533
2019,"Russell Square Station, Bloomsbury",15511
2019,"Sackville Street, Mayfair",12990
2019,"Sadlers Sports Centre, Finsbury",14903
2019,"Sail Street, Vauxhall",9372
2019,"Salmon Lane, Limehouse",9645
2019,"Saltoun Road, Brixton",8579
2019,"Sancroft Street, Vauxhall",8228
2019,"Sandilands Road, Walham Green",11772
2019,"Santos Road, Wandsworth",2241
2019,"Sardinia Street, Holborn",10768
2019,"Saunders Ness Road, Cubitt Town",9610
2019,"Scala Street, Fitzrovia",8713
2019,"Sea Containers, South Bank",19082
2019,"Sedding Street, Sloane Square",20561
2019,"Selby Street, Whitechapel",4787
2019,"Serpentine Car Park, Hyde Park",39211
2019,"Seville Street, Knightsbridge",14051
2019,"Seymour Place, Marylebone",11365
2019,"Shadwell Station, Shadwell",18142
2019,"Sheepcote Lane, Battersea",6974
2019,"Shepherd's Bush Road North, Shepherd's Bush",8387
2019,"Shoreditch Court, Haggerston",10236
2019,"Shoreditch High Street, Shoreditch",28936
2019,"Shoreditch Park, Hoxton",16520
2019,"Shouldham Street, Marylebone",9249
2019,"Sidney Road, Stockwell",7006
2019,"Silverthorne Road, Battersea",7068
2019,"Simpson Street, Clapham Junction",12387
2019,"Sirdar Road, Avondale",2747
2019,"Sloane Avenue, Knightsbridge",17915
2019,"Smith Square, Westminster",13065
2019,"Smugglers Way, Wandsworth",7369
2019,"Snow Hill, Farringdon",19464
2019,"Snowsfields, London Bridge",15333
2019,"Soho Square , Soho",33789
2019,"Somerset House, Strand",28751
2019,"Sopwith Way, Battersea Park",14778
2019,"South Audley Street, Mayfair",5042
2019,"South Kensington Station, South Kensington",30994
2019,"South Lambeth Road, Vauxhall",12595
2019,"South Parade, Chelsea",6916
2019,"South Park, Sands End",12138
2019,"South Quay East, Canary Wharf",789
2019,"South Wharf Road, Paddington",26765
2019,"Southampton Place, Holborn",13167
2019,"Southampton Street, Strand",18093
2019,"Southern Grove, Bow",5955
2019,"Southerton Road, Hammersmith",9004
2019,"Southwark Station 1, Southwark",10220
2019,"Southwark Station 2, Southwark",14712
2019,"Southwark Street, Bankside",9063
2019,"Southwick Street, Paddington",12633
2019,"Spanish Road, Clapham Junction",2729
2019,"Spencer Park, Wandsworth Common",2868
2019,"Spindrift Avenue, Millwall",3926
2019,"St John's Crescent, Brixton",6116
2019,"St Martins Close, Camden Town",5432
2019,"St Mary's Hospital, Westminster",119
2019,"St. Bride Street, Holborn",22078
2019,"St. Chad's Street, King's Cross",8502
2019,"St. George Street, Mayfair",10907
2019,"St. George's Square, Pimlico",15628
2019,"St. James's Square, St. James's",30325
2019,"St. John Street, Finsbury",7653
2019,"St. John's Park, Cubitt Town",1686
2019,"St. John's Road, Clapham Junction",8571
2019,"St. John's Wood Church, The Regent's Park",8283
2019,"St. John's Wood Road, St. John's Wood",6564
2019,"St. Katharine's Way, Tower",12661
2019,"St. Luke's Church, Chelsea",11683
2019,"St. Mark's Road, North Kensington",9248
2019,"St. Martin's Street, West End",11425
2019,"St. Mary & St. Michael Church, Stepney",3815
2019,"St. Mary Axe, Aldgate",13039
2019,"St. Peter's Terrace, Fulham",14119
2019,"Stainsby Road , Poplar",7041
2019,"Stamford Street, South Bank",15665
2019,"Stanhope Gate, Mayfair",7535
2019,"Stanley Grove, Battersea",5248
2019,"Star Road, West Kensington",8260
2019,"Stebondale Street, Cubitt Town",2453
2019,"Stephendale Road, Sands End",15764
2019,"Stepney Green Station, Stepney",18225
2019,"Stewart's Road, Wandsworth Road",5526
2019,"Stockwell Roundabout, Stockwell",3532
2019,"Stonecutter Street, Holborn",4828
2019,"Storey's Gate, Westminster",40602
2019,"Strand, Strand",14004
2019,"Strata, Elephant & Castle",14438
2019,"Stratford Station, Stratford",11457
2019,"Sugden Road, Clapham",6030
2019,"Sumner Place, South Kensington",8560
2019,"Surrey Lane, Battersea",8151
2019,"Sutton Street, Shadwell",13363
2019,"Swan Street, The Borough",12100
2019,"Tachbrook Street, Victoria",13872
2019,"Tallis Street, Temple",21289
2019,"Tanner Street, Bermondsey",19817
2019,"Tate Modern, Bankside",19464
2019,"Tavistock Place, Bloomsbury",12204
2019,"Tavistock Street, Covent Garden",16251
2019,"Taviton Street, Bloomsbury",14353
2019,"Teversham Lane, Stockwell",3899
2019,"Teviot Street, Poplar",1402
2019,"The Green Bridge, Mile End",21864
2019,"The Guildhall, Guildhall",9422
2019,"The Tennis Courts, The Regent's Park",12318
2019,"The Vale, Chelsea",14579
2019,"Theobald's Road , Holborn",17104
2019,"Thessaly Road North, Wandsworth Road",7
2019,"Thorndike Close, West Chelsea",8465
2019,"Thurtle road, Haggerston",6429
2019,"Timber Lodge, Queen Elizabeth Olympic Park",12003
2019,"Tooley Street, Bermondsey",34430
2019,"Torrens Street, Angel",12470
2019,"Tower Gardens , Tower",29141
2019,"Trebovir Road, Earl's Court",10649
2019,"Triangle Car Park, Hyde Park",36312
2019,"Turquoise Island, Notting Hill",14415
2019,"Twig Folly Bridge, Mile End",13675
2019,"Tyers Gate, Bermondsey",12130
2019,"Tysoe Street, Clerkenwell",18813
2019,"Union Grove, Wandsworth Road",11092
2019,"Union Street, The Borough",12658
2019,"Upcerne Road, West Chelsea",7056
2019,"Upper Bank Street, Canary Wharf",11872
2019,"Upper Grosvenor Street, Mayfair",4870
2019,"Upper Richmond Road, Putney",2787
2019,"Usk Road, Clapham Junction",7100
2019,"Vauxhall Bridge , Pimlico",7692
2019,"Vauxhall Cross, Vauxhall",28296
2019,"Vauxhall Street, Vauxhall",7832
2019,"Vauxhall Walk, Vauxhall",9340
2019,"Vereker Road, West Kensington",12236
2019,"Vicarage Crescent, Battersea",14651
2019,"Vicarage Gate, Kensington",6100
2019,"Victoria & Albert Museum, South Kensington",12980
2019,"Victoria Park Road, Hackney Central",18700
2019,"Victory Place, Walworth",8476
2019,"Vincent Square, Westminster",5655
2019,"Vincent Street, Pimlico",8984
2019,"Walmer Road, Avondale",4232
2019,"Walnut Tree Walk, Vauxhall",9619
2019,"Walworth Road, Elephant & Castle",16968
2019,"Walworth Square, Walworth",4311
2019,"Wandsworth Rd, Isley Court, Wandsworth Road",10958
2019,"Wandsworth Town Station, Wandsworth",13132
2019,"Wapping High Street, Wapping",7824
2019,"Wapping Lane, Wapping",14155
2019,"Wardour Street, Soho",21064
2019,"Warren Street Station, Euston",18756
2019,"Warwick Avenue Station, Maida Vale",15057
2019,"Warwick Road, Olympia",10038
2019,"Warwick Row, Westminster",373
2019,"Warwick Square, Pimlico",12378
2019,"Waterloo Bridge, South Bank",8644
2019,"Waterloo Place, St. James's",17457
2019,"Waterloo Road, South Bank",11425
2019,"Waterloo Station 1, Waterloo",65950
2019,"Waterloo Station 2, Waterloo",37544
2019,"Waterloo Station 3, Waterloo",77998
2019,"Watney Market, Stepney",9776
2019,"Watney Street, Shadwell",16619
2019,"Webber Street , Southwark",11380
2019,"Wellington Arch, Hyde Park",46104
2019,"Wellington Road, St. John's Wood",8262
2019,"Wellington Row, Bethnal Green",12761
2019,"Wellington Street , Strand",24521
2019,"Wells Street, Fitzrovia",17329
2019,"Wendon Street, Old Ford",6953
2019,"Wenlock Road , Hoxton",16223
2019,"West Cromwell Road, Earl's Court",8443
2019,"West Kensington Station, West Kensington",7689
2019,"West Smithfield Rotunda, Farringdon",19839
2019,"Westbourne Grove, Bayswater",12997
2019,"Westbourne Park Road, Portobello",7814
2019,"Westbridge Road, Battersea",19446
2019,"Westferry Circus, Canary Wharf",15235
2019,"Westferry DLR, Limehouse",14814
2019,"Westfield Ariel Way, White City",8210
2019,"Westfield Library Corner, Shepherd's Bush",9338
2019,"Westfield Southern Terrace ,Shepherd's Bush",6518
2019,"Westminster Bridge Road, Elephant & Castle",4062
2019,"Westminster Pier, Westminster",5426
2019,"Westminster University, Marylebone",9408
2019,"Whiston Road, Haggerston",9147
2019,"Whitehall Place, Strand",31663
2019,"William IV Street, Strand",25726
2019,"William Morris Way, Sands End",11083
2019,"Windsor Terrace, Hoxton",14487
2019,"Winsland Street, Paddington",17538
2019,"Wood Street, Guildhall",9565
2019,"Woodstock Grove, Shepherd's Bush",16802
2019,"Woodstock Street, Mayfair",7416
2019,"World's End Place, West Chelsea",10801
2019,"Wormwood Street, Liverpool Street",45488
2019,"Worship Street, Shoreditch",10131
2019,"Wren Street, Holborn",17694
2019,"Wright's Lane, Kensington",17853
2019,"Wynne Road, Stockwell",4723
2019,"York Hall, Bethnal Green",15892
2019,"York Way, Kings Cross",8429
2020,"Abbey Orchard Street, Westminster",11525
2020,"Abbotsbury Road, Holland Park",6538
2020,"Aberdeen Place, St. John's Wood",7675
2020,"Aberfeldy Street, Poplar",4865
2020,"Abingdon Green, Westminster",18018
2020,"Abingdon Villas, Kensington",8901
2020,"Abyssinia Close, Clapham Junction",11068
2020,"Ackroyd Drive, Bow",9465
2020,"Ada Street, Hackney Central",11073
2020,"Addison Road, Holland Park",5486
2020,"Aintree Street, Fulham",12083
2020,"Albany Street, The Regent's Park",15618
2020,"Albert Bridge Road, Battersea Park",22126
2020,"Albert Embankment, Vauxhall",12425
2020,"Albert Gardens, Stepney",13012
2020,"Albert Gate, Hyde Park",45826
2020,"Albert Square, Stockwell",15933
2020,"Alderney Street, Pimlico",19287
2020,"Aldersgate Street, Barbican",14431
2020,"Alfred Place, Bloomsbury",6587
2020,"Alfreda Street, Battersea Park",13169
2020,"All Saints Church, Portobello",18681
2020,"All Saints' Road, Portobello",7432
2020,"Allington Street, Victoria",22774
2020,"Allington street, Westminster",391
2020,"Allington street, Westminster, SW1E 5EB",704
2020,"Alma Road, Wandsworth",6669
2020,"Alpha Grove, Millwall",7681
2020,"Ampton Street , Clerkenwell",8502
2020,"Ansell House, Stepney",19645
2020,"Antill Road, Mile End",10441
2020,"Appold Street, Liverpool Street",606
2020,"Aquatic Centre, Queen Elizabeth Olympic Park",55001
2020,"Archbishop's Park, Waterloo",10547
2020,"Argyll Road, Kensington",10778
2020,"Arlington Road, Camden Town",8135
2020,"Arundel Street, Temple",6084
2020,"Ashley Crescent, Battersea",12192
2020,"Ashley Place, Victoria",14390
2020,"Ashmole Estate, Oval",12217
2020,"Aston Street, Stepney",7425
2020,"Austin Road, Battersea Park",14234
2020,"Aylward Street, Stepney",7691
2020,"BBC White City, White City",12460
2020,"Baker Street, Marylebone",10289
2020,"Baldwin Street, St. Luke's",11674
2020,"Bancroft Road, Bethnal Green",9383
2020,"Bank of England Museum, Bank",15200
2020,"Bankside Mix, Bankside",11322
2020,"Barbican Centre, Barbican",8441
2020,"Barons Court Station, West Kensington",11078
2020,"Bath Street, St. Luke's",17858
2020,"Battersea Church Road, Battersea",12094
2020,"Battersea Park Road, Nine Elms",11981
2020,"Battersea Power Station, Battersea Park",36444
2020,"Bayley Street , Bloomsbury",17791
2020,"Baylis Road, Waterloo",20942
2020,"Bayswater Road, Hyde Park",34686
2020,"Beaumont Street, Marylebone",13096
2020,"Bedford Way, Bloomsbury",4399
2020,"Belford House, Haggerston",6549
2020,"Belgrave Road, Victoria",12534
2020,"Belgrave Square, Belgravia",7773
2020,"Belgrove Street , King's Cross",38474
2020,"Bell Lane, Liverpool Street",10963
2020,"Bell Street , Marylebone",9956
2020,"Belvedere Road 1, South Bank",12742
2020,"Belvedere Road 2, South Bank",10468
2020,"Bermondsey Street, Bermondsey",24804
2020,"Berry Street, Clerkenwell",14560
2020,"Beryl Road, Hammersmith",8256
2020,"Bethnal Green Garden, Bethnal Green",11387
2020,"Bethnal Green Road, Shoreditch",33130
2020,"Bevington Road West, North Kensington",18165
2020,"Bevington Road, North Kensington",485
2020,"Binfield Road, Stockwell",19519
2020,"Birkenhead Street, King's Cross",11650
2020,"Bishop's Avenue, Fulham",13888
2020,"Bishop's Bridge Road East, Bayswater",6068
2020,"Bishop's Bridge Road West, Bayswater",19399
2020,"Black Lion Gate, Kensington Gardens",49404
2020,"Black Prince Road, Vauxhall",11653
2020,"Blackfriars Road, Southwark",12299
2020,"Blackfriars Station, St. Paul's",14436
2020,"Blenheim Crescent, Ladbroke Grove",13820
2020,"Blythe Road West, Shepherd's Bush",8594
2020,"Bolsover Street, Fitzrovia",16729
2020,"Bonner Gate, Victoria Park",24434
2020,"Bonny Street, Camden Town",18357
2020,"Borough High Street, The Borough",13458
2020,"Borough Road, Elephant & Castle",9781
2020,"Boston Place, Marylebone",13680
2020,"Bourne Street, Belgravia",12746
2020,"Bouverie Street, Temple",8974
2020,"Bow Church Station, Bow",19403
2020,"Bow Road Station, Bow",12179
2020,"Bradmead, Battersea Park",7533
2020,"Braham Street, Aldgate",19200
2020,"Bramham Gardens, Earl's Court",19687
2020,"Breams Buildings, Holborn",5713
2020,"Brick Lane Market, Shoreditch",12752
2020,"Bricklayers Arms, Borough",21253
2020,"Bridge Avenue, Hammersmith",16506
2020,"British Museum, Bloomsbury",12277
2020,"Broadcasting House, Marylebone",12978
2020,"Broadley Terrace, Marylebone",4082
2020,"Broadwick Street, Soho",12987
2020,"Bromley High Street, Bow",8871
2020,"Brook Green South, Brook Green",8014
2020,"Broomhouse Lane, Parsons Green",4753
2020,"Brunswick Square, Bloomsbury",11464
2020,"Brushfield Street, Liverpool Street",29727
2020,"Bruton Street, Mayfair",7835
2020,"Buckingham Gate, Westminster",16292
2020,"Bunhill Row, Moorgate",14979
2020,"Burdett Road, Mile End",13754
2020,"Bury Place, Holborn",8472
2020,"Butler Place, Westminster",6529
2020,"Buxton Street 1, Shoreditch",6694
2020,"Cadogan Close, Victoria Park",21575
2020,"Cadogan Gardens, Chelsea",18075
2020,"Cadogan Place, Knightsbridge",11623
2020,"Caldwell Street, Stockwell",13682
2020,"Calshot Street , King's Cross",5576
2020,"Campden Hill Road, Notting Hill",4599
2020,"Canada Water Station, Rotherhithe",181
2020,"Canton Street, Poplar",6278
2020,"Cantrell Road, Bow",4553
2020,"Cardinal Place, Victoria",706
2020,"Carey Street, Holborn",3379
2020,"Carnegie Street, King's Cross",8948
2020,"Cartwright Gardens , Bloomsbury",12504
2020,"Castalia Square, Cubitt Town",383
2020,"Castlehaven Road, Camden Town",17401
2020,"Central House, Aldgate",13228
2020,"Cephas Street, Bethnal Green",9994
2020,"Chadwell Street, Angel",12544
2020,"Chancery Lane, Holborn",5398
2020,"Chapel Place, Marylebone",12126
2020,"Charing Cross Hospital, Hammersmith",8615
2020,"Charlbert Street, St. John's Wood",10767
2020,"Charles II Street, West End",12369
2020,"Charlotte Street, Fitzrovia",10648
2020,"Charlotte Terrace, Angel",9419
2020,"Cheapside, Bank",26242
2020,"Chelsea Bridge, Pimlico",19102
2020,"Chelsea Green, Chelsea",10998
2020,"Chepstow Villas, Notting Hill",10646
2020,"Cheshire Street, Bethnal Green",9227
2020,"Chesilton Road, Fulham",14109
2020,"Chrisp Street Market, Poplar",10347
2020,"Christian Street, Whitechapel",13377
2020,"Christopher Street, Liverpool Street",6314
2020,"City Road, Angel",8992
2020,"Clapham Common North Side, Clapham Common",27994
2020,"Clapham Road, Lingham Street, Stockwell",12421
2020,"Claremont Square, Angel",8068
2020,"Clarence Walk, Stockwell",10225
2020,"Clarendon Road, Avondale",6753
2020,"Clarges Street, Mayfair",4421
2020,"Clarkson Street, Bethnal Green",5886
2020,"Claverton Street, Pimlico",13529
2020,"Cleaver Street, Kennington",7787
2020,"Clerkenwell Green, Clerkenwell",14480
2020,"Cleveland Gardens, Bayswater",9369
2020,"Cleveland Way, Stepney",23006
2020,"Clifford Street, Mayfair",4141
2020,"Clifton Road, Maida Vale",13713
2020,"Clifton Street, Shoreditch",5023
2020,"Clinton Road, Mile End",15183
2020,"Cloudesley Road, Angel",10718
2020,"Colet Gardens, Hammersmith",1493
2020,"Collingham Gardens, Earl's Court",11415
2020,"Colombo Street, Southwark",3238
2020,"Columbia Road, Shoreditch",14666
2020,"Commercial Street, Shoreditch",10911
2020,"Concert Hall Approach 1, South Bank",8590
2020,"Concert Hall Approach 2, South Bank",8190
2020,"Coomer Place, West Kensington",13162
2020,"Coram Street, Bloomsbury",8040
2020,"Cotton Garden Estate, Kennington",8359
2020,"Courland Grove, Wandsworth Road",12451
2020,"Crabtree Lane, Fulham",8850
2020,"Cranmer Road, Stockwell",17421
2020,"Craven Street, Strand",29940
2020,"Crawford Street, Marylebone",15386
2020,"Crinan Street, King's Cross",5140
2020,"Crisp Road, Hammersmith",18897
2020,"Cromer Street, Bloomsbury",6805
2020,"Crosswall, Tower",20688
2020,"Culvert Road, Battersea",5383
2020,"Curlew Street, Shad Thames",27382
2020,"Curzon Street, Mayfair",9020
2020,"Danvers Street, West Chelsea",15327
2020,"De Vere Gardens, Kensington",18703
2020,"Denyer Street, Knightsbridge",7574
